CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_enc,Gender_enc,Cluster,DBSCAN
683,France,Male,72,3,140997.26,1,0,1,52876.41,0,0,1,0,-1
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,2,1,0,-1
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,1,1,0,-1
757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,1,0,2,-1
845,France,Male,33,8,164385.53,1,1,0,150664.97,0,0,1,3,-1
798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,2,0,1,-1
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,1,1,1,-1
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,2,1,0,-1
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,2,1,1,-1
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,0,0,2,-1
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,1,0,0,-1
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,2,1,2,-1
622,France,Female,30,2,158584.82,3,1,0,142342.55,1,0,0,2,-1
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,0,1,3,-1
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,2,0,2,-1
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,2,1,1,-1
478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,2,1,1,-1
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,1,0,0,-1
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,0,0,1,-1
580,France,Female,65,9,106804.26,3,1,0,107890.69,1,0,0,2,-1
542,France,Female,59,2,68892.77,2,1,0,7905.06,1,0,0,1,-1
630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,1,1,1,-1
607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,1,1,0,-1
610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,1,1,0,-1
645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0,1,2,-1
850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0,1,3,-1
508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,1,1,1,-1
794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,2,1,3,-1
719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,1,0,2,-1
651,France,Male,35,7,74623.5,3,1,0,129451.29,1,0,1,1,-1
554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0,0,1,-1
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,1,1,0,-1
549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0,1,0,-1
624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0,1,1,-1
697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0,1,2,-1
541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,1,1,1,-1
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,1,1,2,-1
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,2,0,0,-1
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,1,0,0,-1
540,France,Male,22,4,0.0,3,1,1,186233.26,1,0,1,1,-1
759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,2,0,0,-1
701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,2,1,1,-1
783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,2,0,0,-1
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,2,0,1,-1
513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,2,1,1,-1
576,France,Male,63,9,70655.48,1,0,0,78955.8,1,0,1,0,-1
672,France,Female,53,9,169406.33,4,1,1,147311.47,1,0,0,1,-1
763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,2,0,0,-1
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,0,2,-1
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,1,0,0,-1
475,France,Female,57,1,0.0,2,1,0,89248.99,0,0,0,1,-1
645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,2,0,1,-1
466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,1,0,2,-1
614,France,Female,37,8,75150.34,4,0,1,131766.67,1,0,0,1,-1
655,France,Female,50,10,0.0,4,1,0,179267.94,1,0,0,1,-1
758,France,Female,50,2,95813.76,3,1,1,67944.09,1,0,0,1,-1
612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0,2,0,0,-1
782,Spain,Male,52,4,0.0,1,1,1,52759.82,1,2,1,1,-1
505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0,1,0,-1
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0,1,0,-1
606,France,Male,61,5,108166.09,2,0,1,8643.21,0,0,1,0,-1
651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1,1,1,2,-1
611,France,Female,61,3,131583.59,4,0,1,66238.23,1,0,0,1,-1
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1,1,1,1,-1
850,Spain,Female,24,1,0.0,2,0,1,69052.87,0,2,0,1,-1
660,France,Male,50,1,0.0,3,1,1,191849.15,1,0,1,1,-1
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,2,0,0,-1
727,Spain,Male,71,8,0.0,1,1,1,198446.91,1,2,1,1,-1
650,Spain,Female,30,6,0.0,1,0,0,67997.13,1,2,0,1,-1
763,France,Female,58,9,187911.55,1,0,1,35825.18,0,0,0,3,-1
711,France,Male,58,9,91285.13,2,1,1,26767.85,0,0,1,0,-1
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1,1,0,0,-1
365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1,1,1,2,-1
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,0,0,2,-1
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,2,1,0,-1
680,France,Female,24,10,0.0,3,1,0,154971.63,1,0,0,1,-1
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1,1,0,2,-1
762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0,2,1,2,-1
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1,1,1,1,-1
850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,2,1,1,-1
647,France,Female,29,0,98263.46,2,1,0,164717.95,0,0,0,1,-1
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0,1,0,0,-1
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0,1,0,-1
461,France,Male,51,9,119889.84,1,0,0,56767.67,1,0,1,2,-1
850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,1,1,3,-1
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,1,1,1,-1
670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1,1,1,2,-1
614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0,0,1,-1
598,France,Female,64,9,0.0,1,0,1,13181.37,1,0,0,1,-1
850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,2,0,0,-1
414,France,Male,38,8,0.0,1,0,1,77661.12,1,0,1,1,-1
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1,1,0,2,-1
586,France,Female,28,5,0.0,3,1,0,170487.4,1,0,0,1,-1
696,France,Male,22,9,149777.0,1,1,1,198032.93,0,0,1,0,-1
630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,2,0,0,-1
592,France,Male,37,4,212692.97,1,0,0,176395.02,0,0,1,2,-1
763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0,2,1,0,-1
775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0,1,1,0,-1
726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1,2,0,0,-1
564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1,1,0,1,-1
614,France,Female,41,8,121558.46,1,1,1,598.8,0,0,0,0,-1
829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0,1,0,2,-1
754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0,1,1,0,-1
641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0,1,0,1,-1
650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1,2,1,2,-1
481,France,Female,57,9,0.0,3,1,1,169719.35,1,0,0,1,-1
698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1,2,0,2,-1
597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0,1,0,0,-1
850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1,2,1,0,-1
732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1,1,0,0,-1
805,France,Male,46,6,118022.06,3,1,0,162643.15,1,0,1,2,-1
705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1,2,1,2,-1
532,Spain,Female,66,3,0.0,1,1,1,115227.02,0,2,0,1,-1
646,France,Male,52,8,59669.43,1,0,0,172495.81,1,0,1,1,-1
515,France,Female,25,7,79543.59,1,0,1,38772.82,0,0,0,0,-1
769,France,Male,51,9,156773.78,2,1,0,40257.79,0,0,1,3,-1
597,France,Male,28,2,0.0,3,1,1,78707.97,0,0,1,1,-1
527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0,2,1,2,-1
575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0,2,1,0,-1
850,France,Male,30,9,121535.18,1,0,0,40313.47,0,0,1,2,-1
850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0,2,0,3,-1
513,Spain,Male,48,2,0.0,1,1,1,114709.13,1,2,1,1,-1
529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1,2,1,1,-1
487,France,Male,53,4,199689.49,1,1,1,24207.86,1,0,1,0,-1
710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,2,0,1,-1
715,France,Male,21,6,76467.16,1,1,1,173511.72,0,0,1,0,-1
559,Spain,Female,27,1,0.0,1,0,1,1050.33,0,2,0,1,-1
439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,2,1,1,-1
831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0,1,1,0,-1
487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0,2,0,2,-1
694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1,1,0,1,-1
703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0,1,0,0,-1
626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1,2,0,0,-1
498,France,Male,73,2,170241.7,2,1,1,165407.96,0,0,1,0,-1
699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,1,1,0,-1
538,Spain,Female,42,9,0.0,1,0,0,152855.96,0,2,0,1,-1
685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0,2,1,0,-1
717,France,Female,76,9,138489.66,1,1,1,68400.14,0,0,0,0,-1
850,France,Female,42,9,113311.11,1,1,1,198193.75,0,0,0,0,-1
678,France,Female,41,9,0.0,1,0,0,13160.03,0,0,0,1,-1
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1,1,1,2,-1
620,France,Female,29,1,138740.24,2,0,0,154700.61,0,0,0,2,-1
550,France,Male,38,9,140278.99,3,1,1,171457.06,1,0,1,0,-1
579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1,1,0,2,-1
505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1,2,0,2,-1
689,France,Male,47,1,93871.95,3,1,0,156878.42,1,0,1,1,-1
745,Spain,Female,59,8,0.0,1,1,1,36124.98,0,2,0,1,-1
779,France,Male,62,10,119096.55,1,0,1,116977.89,0,0,1,0,-1
797,France,Male,32,10,114084.6,1,0,1,125782.29,0,0,1,0,-1
495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,2,0,1,-1
787,France,Female,85,10,0.0,2,1,1,116537.96,0,0,0,1,-1
829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0,2,0,0,-1
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0,1,0,2,-1
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,2,1,0,-1
582,France,Female,40,9,0.0,3,1,1,60954.45,0,0,0,1,-1
439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,1,0,-1
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,1,0,2,-1
613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1,1,1,0,-1
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,1,1,3,-1
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,1,0,2,-1
546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1,0,0,-1
698,France,Female,40,7,105061.74,3,1,0,107815.31,1,0,0,2,-1
753,France,Female,39,7,155062.8,1,1,1,16460.77,0,0,0,3,-1
642,France,Male,30,8,80964.57,2,1,0,174738.2,0,0,1,1,-1
760,France,Male,39,6,178585.46,1,1,0,67131.3,1,0,1,3,-1
832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,2,0,0,-1
756,France,Male,60,2,0.0,1,1,1,166513.49,1,0,1,1,-1
697,France,Female,76,7,0.0,2,0,1,188772.45,0,0,0,1,-1
482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,1,0,0,-1
752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0,2,1,0,-1
644,France,Female,40,9,137285.26,4,1,0,77063.63,1,0,0,2,-1
470,Spain,Male,34,9,0.0,2,0,1,89013.67,0,2,1,1,-1
850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1,1,0,0,-1
815,France,Female,56,3,0.0,3,1,1,94248.16,1,0,0,1,-1
586,France,Female,35,7,164769.02,3,1,0,119814.25,1,0,0,2,-1
528,France,Female,27,7,176227.07,2,0,1,139481.53,0,0,0,0,-1
547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,1,1,1,-1
667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,2,1,0,-1
827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,2,1,3,-1
555,Spain,Female,24,2,0.0,2,0,1,197866.55,0,2,0,1,-1
762,Spain,Female,19,6,0.0,2,1,0,55500.17,0,2,0,1,-1
411,France,Female,36,10,0.0,1,0,0,120694.35,0,0,0,1,-1
815,France,Male,24,7,171922.72,1,0,1,178028.96,0,0,1,3,-1
850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1,1,1,2,-1
507,France,Female,29,4,89349.47,2,0,0,180626.68,0,0,0,1,-1
735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0,2,1,1,-1
688,Spain,Female,33,2,0.0,1,0,0,27557.18,1,2,0,1,-1
728,France,Female,59,4,0.0,1,1,1,163365.85,1,0,0,1,-1
583,France,Female,57,3,238387.56,1,0,1,147964.99,1,0,0,0,-1
754,Spain,Female,19,9,0.0,1,1,0,189641.11,0,2,0,1,-1
568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0,1,0,2,-1
786,France,Female,62,8,0.0,1,1,1,165702.64,0,0,0,1,-1
813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,0,1,-1
608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,2,0,0,-1
430,France,Male,35,1,118894.22,1,0,0,2923.61,0,0,1,2,-1
579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,2,1,0,-1
474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0,1,0,2,-1
602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0,1,0,1,-1
759,France,Female,33,9,160541.36,2,0,0,93541.14,0,0,0,3,-1
671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1,2,0,1,-1
655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0,1,0,0,-1
537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,1,1,0,-1
420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1,2,0,0,-1
430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0,1,1,2,-1
578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1,2,1,0,-1
731,Germany,Female,43,9,79120.27,1,0,0,548.52,1,1,0,0,-1
850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0,1,0,3,-1
649,France,Male,37,9,87374.88,2,1,1,247.36,0,0,1,0,-1
657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1,2,1,2,-1
428,France,Female,62,1,107735.93,1,0,1,58381.77,0,0,0,0,-1
692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0,1,0,1,-1
720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0,2,1,0,-1
614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0,2,0,0,-1
453,France,Male,29,6,0.0,1,0,0,198376.02,1,0,1,1,-1
655,France,Female,45,7,57327.04,1,0,1,47349.0,0,0,0,0,-1
456,France,Female,63,1,165350.61,2,0,0,140758.07,1,0,0,2,-1
646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0,1,0,2,-1
445,Spain,Male,45,10,0.0,2,0,1,90977.48,0,2,1,1,-1
790,France,Female,33,10,135120.72,1,0,0,195204.99,0,0,0,2,-1
771,Spain,Male,18,1,0.0,2,0,0,41542.95,0,2,1,1,-1
849,France,Male,69,7,71996.09,1,1,1,139065.94,0,0,1,0,-1
453,Spain,Female,42,5,0.0,3,1,0,83008.49,1,2,0,1,-1
408,France,Female,84,8,87873.39,1,0,0,188484.52,1,0,0,0,-1
675,France,Female,61,5,62055.17,3,1,0,166305.16,1,0,0,1,-1
817,France,Male,44,8,0.0,1,0,0,65501.91,1,0,1,1,-1
491,Spain,Female,61,8,0.0,2,0,1,139861.53,0,2,0,1,-1
847,France,Male,51,5,97565.74,1,0,0,144184.06,1,0,1,0,-1
640,France,Female,66,9,116037.76,1,0,1,184636.05,0,0,0,0,-1
757,France,Male,23,2,80673.96,2,1,0,93991.65,0,0,1,1,-1
778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0,1,1,3,-1
506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0,1,1,0,-1
489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0,2,1,2,-1
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0,1,0,0,-1
667,Spain,Male,77,2,0.0,1,1,1,34702.92,0,2,1,1,-1
746,France,Female,21,8,166883.07,2,0,1,194563.65,0,0,0,0,-1
415,France,Male,46,9,134950.19,3,0,0,178587.36,1,0,1,2,-1
798,France,Female,60,6,96956.1,1,1,0,31907.44,1,0,0,0,-1
489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1,1,0,0,-1
493,Germany,Female,35,8,178317.6,1,0,0,197428.64,0,1,0,2,-1
656,France,Male,46,9,143267.14,2,0,0,193099.43,0,0,1,2,-1
739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0,2,1,0,-1
845,Spain,Female,52,0,0.0,1,1,0,31726.76,1,2,0,1,-1
788,France,Male,55,3,0.0,1,0,1,13288.46,1,0,1,1,-1
770,France,Female,70,9,110738.89,1,1,0,22666.77,1,0,0,2,-1
729,France,Male,67,2,94203.8,1,0,1,102391.06,0,0,1,0,-1
732,France,Male,79,10,61811.23,1,1,1,104222.8,0,0,1,0,-1
688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0,1,0,0,-1
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0,2,0,1,-1
850,Spain,Male,22,3,0.0,1,1,1,144385.54,0,2,1,1,-1
706,France,Male,18,2,176139.5,2,1,0,129654.22,0,0,1,2,-1
590,France,Female,76,5,160979.68,1,0,1,13848.58,0,0,0,0,-1
745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,1,1,0,-1
749,France,Male,37,10,185063.7,2,1,1,134526.87,0,0,1,0,-1
504,France,Female,73,8,0.0,1,1,1,34595.58,0,0,0,1,-1
739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1,1,1,0,-1
709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0,1,1,2,-1
817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1,1,0,0,-1
850,France,Female,62,1,124678.35,1,1,0,70916.0,1,0,0,2,-1
749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1,1,0,2,-1
781,France,Female,27,7,186558.55,1,1,1,175071.29,1,0,0,3,-1
447,France,Female,32,10,0.0,1,1,1,151815.76,0,0,0,1,-1
427,France,Male,33,8,0.0,1,1,1,13858.95,0,0,1,1,-1
835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,2,1,0,-1
682,France,Female,64,10,128306.7,1,0,1,66040.83,0,0,0,0,-1
584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,2,1,1,-1
698,France,Male,47,5,156265.31,2,0,0,1055.66,0,0,1,2,-1
749,France,Female,35,3,0.0,3,1,1,132649.85,0,0,0,1,-1
850,France,Male,61,1,0.0,1,1,0,53067.83,1,0,1,1,-1
528,Germany,Male,22,5,93547.23,2,0,1,961.57,0,1,1,0,-1
850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,1,1,2,-1
668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,2,1,1,-1
725,France,Female,44,10,0.0,1,0,1,93777.61,0,0,0,1,-1
608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,2,0,1,-1
774,France,Male,76,4,112510.89,1,1,1,143133.18,0,0,1,0,-1
850,France,Female,29,10,0.0,2,1,1,199775.67,0,0,0,1,-1
734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,2,0,1,-1
645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,2,0,1,-1
653,France,Female,60,2,120731.39,4,1,1,138160.11,1,0,0,1,-1
783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,2,1,1,-1
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,1,0,0,-1
778,France,Female,33,9,151772.63,2,0,0,180249.94,1,0,0,3,-1
588,France,Female,64,3,0.0,1,1,1,189703.65,0,0,0,1,-1
670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,1,0,0,-1
741,France,Female,21,9,0.0,2,0,1,139259.54,0,0,0,1,-1
431,France,Male,63,6,160982.89,1,1,1,168008.17,0,0,1,0,-1
620,France,Female,70,3,87926.24,2,1,0,33350.26,1,0,0,1,-1
539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,2,1,1,-1
580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,2,0,1,-1
707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,2,0,2,-1
736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,1,0,1,-1
716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,1,1,2,-1
748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,2,1,0,-1
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,1,1,0,-1
807,France,Female,47,9,167664.83,1,0,0,125440.11,1,0,0,3,-1
597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,1,0,0,-1
663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,1,1,1,-1
748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,2,0,0,-1
536,France,Female,22,5,89492.62,1,0,0,42934.43,0,0,0,0,-1
496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,1,0,1,-1
730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,1,1,1,-1
809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,2,1,1,-1
446,France,Female,39,1,90217.07,1,1,0,191350.48,0,0,0,0,-1
514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,2,1,1,-1
720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,1,0,2,-1
641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,1,0,1,-1
811,France,Male,46,9,180226.24,1,1,0,13464.64,1,0,1,3,-1
655,France,Female,20,7,134397.61,1,0,0,28029.54,0,0,0,2,-1
762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,1,1,1,-1
841,France,Female,52,5,0.0,1,0,0,183239.71,1,0,0,1,-1
793,France,Female,63,9,116270.72,1,1,1,184243.25,0,0,0,0,-1
602,France,Female,56,3,115895.22,3,1,0,4176.17,1,0,0,2,-1
529,Spain,Male,31,6,0.0,1,1,0,10625.91,0,2,1,1,-1
626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,1,1,0,-1
676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,2,1,0,-1
810,France,Female,38,9,153166.17,1,1,1,93261.69,0,0,0,3,-1
581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,2,1,0,-1
778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1,1,0,3,-1
755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0,1,1,2,-1
850,France,Male,55,6,0.0,1,1,0,944.41,1,0,1,1,-1
580,France,Female,23,5,113923.81,2,0,0,196241.43,0,0,0,2,-1
712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,2,1,1,-1
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,2,0,0,-1
712,France,Female,29,3,87375.78,2,0,0,166194.53,0,0,0,1,-1
651,France,Male,44,2,0.0,3,1,0,102530.35,1,0,1,1,-1
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0,1,0,3,-1
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,1,1,0,-1
623,France,Female,39,1,160903.2,1,0,0,78774.36,0,0,0,2,-1
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,1,0,0,-1
850,Spain,Male,62,5,0.0,2,1,1,180243.56,0,2,1,1,-1
850,France,Female,38,0,106831.69,1,0,1,148977.72,0,0,0,0,-1
751,France,Male,29,3,159597.45,1,1,0,39934.41,0,0,1,3,-1
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,2,0,3,-1
850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0,2,1,3,-1
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0,1,0,0,-1
568,France,Male,51,4,0.0,3,1,1,66586.56,0,0,1,1,-1
598,Germany,Male,59,8,118210.42,2,0,0,60192.14,1,1,1,2,-1
850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0,2,0,0,-1
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,2,0,1,-1
604,France,Female,47,8,62094.71,3,0,0,9308.1,1,0,0,1,-1
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,2,1,2,-1
792,Spain,Male,47,0,0.0,1,1,1,5557.88,1,2,1,1,-1
789,France,Female,53,1,158271.74,1,1,1,5036.39,1,0,0,3,-1
589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1,1,0,0,-1
670,France,Female,41,10,0.0,3,1,0,81602.02,0,0,0,1,-1
793,Spain,Male,63,0,0.0,2,0,1,27166.75,0,2,1,1,-1
637,Spain,Female,54,5,0.0,1,0,1,150836.98,0,2,0,1,-1
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,2,0,0,-1
790,Spain,Female,37,3,0.0,3,0,0,98897.32,0,2,0,1,-1
587,France,Male,40,2,0.0,4,0,1,106174.7,1,0,1,1,-1
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0,2,1,0,-1
753,France,Male,46,8,0.0,3,1,0,90747.94,1,0,1,1,-1
766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1,1,0,0,-1
487,France,Female,53,10,89550.85,1,0,1,90076.85,0,0,0,0,-1
538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,2,1,1,-1
770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0,2,1,3,-1
646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0,2,1,2,-1
850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,2,1,0,-1
